,document_id,annotation_text,dbPediaIri,locations
281,0recipe1560,Sambal,http://dbpedia.org/resource/Sambal,"[(135, 6), (135, 6)]"
282,0recipe1560,Coriander,http://dbpedia.org/resource/Coriander,"[(196, 9)]"
283,0recipe1573,Garlic,http://dbpedia.org/resource/Garlic,"[(2, 6)]"
284,0recipe1573,Lemon,http://dbpedia.org/resource/Lemon,"[(35, 5), (35, 5)]"
285,0recipe1573,Hummus,http://dbpedia.org/resource/Hummus,"[(46, 6)]"
286,0recipe1573,Tabbouleh,http://dbpedia.org/resource/Tabbouleh,"[(48, 9)]"
287,0recipe158,Feta,http://dbpedia.org/resource/Feta,"[(10, 4), (10, 4)]"
288,0recipe158,Cheese,http://dbpedia.org/resource/Cheese,"[(11, 6), (14, 6), (65, 6)]"
289,0recipe158,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(13, 12)]"
290,0recipe158,Garlic,http://dbpedia.org/resource/Garlic,"[(16, 6)]"
291,0recipe158,Shallot,http://dbpedia.org/resource/Shallot,"[(18, 7)]"
292,0recipe158,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(23, 12), (24, 12)]"
293,0recipe158,Gelatin,http://dbpedia.org/resource/Gelatin,"[(36, 7)]"
294,0recipe158,Tomato,http://dbpedia.org/resource/Tomato,"[(58, 6)]"
295,0recipe158,Pesto,http://dbpedia.org/resource/Pesto,"[(63, 5)]"
296,0recipe1584,Worcestershire sauce,http://dbpedia.org/resource/Worcestershire_sauce,"[(18, 20), (19, 20), (22, 20)]"
297,0recipe1584,Soy sauce,http://dbpedia.org/resource/Soy_sauce,"[(21, 9), (21, 9)]"
298,0recipe1584,Cinnamon,http://dbpedia.org/resource/Cinnamomum_verum,"[(26, 8)]"
299,0recipe1584,Allspice,http://dbpedia.org/resource/Allspice,"[(28, 8)]"
300,0recipe1584,Clove,http://dbpedia.org/resource/Clove,"[(30, 5)]"
301,0recipe1584,Garlic,http://dbpedia.org/resource/Garlic,"[(32, 6)]"
302,0recipe1592,Soybean,http://dbpedia.org/resource/Soybean,"[(24, 7)]"
303,0recipe1592,Soy sauce,http://dbpedia.org/resource/Soy_sauce,"[(12, 9), (12, 9)]"
304,0recipe1592,Eleocharis dulcis,http://dbpedia.org/resource/Eleocharis_dulcis,"[(15, 17)]"
305,0recipe1592,Onion,http://dbpedia.org/resource/Onion,"[(22, 5)]"
306,0recipe1592,Wonton,http://dbpedia.org/resource/Wonton,"[(46, 6), (104, 6)]"
307,0recipe1592,Vegetable oil,http://dbpedia.org/resource/Cooking_oil,"[(96, 13)]"
308,0recipe1604,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(9, 12)]"
309,0recipe1604,Cheese,http://dbpedia.org/resource/Cheese,"[(10, 6)]"
310,0recipe1604,Ketchup,http://dbpedia.org/resource/Ketchup,"[(12, 7), (15, 7)]"
311,0recipe1604,Olive,http://dbpedia.org/resource/Olive,"[(29, 5)]"
312,0recipe1616,Syrup,http://dbpedia.org/resource/Syrup,"[(2, 5), (33, 5)]"
313,0recipe1616,Peanut,http://dbpedia.org/resource/Peanut,"[(4, 6)]"
314,0recipe1616,Peanut butter,http://dbpedia.org/resource/Peanut_butter,"[(4, 13)]"
315,0recipe1616,Chocolate,http://dbpedia.org/resource/Chocolate,"[(29, 9), (38, 9)]"
316,0recipe1616,Chocolate chip,http://dbpedia.org/resource/Chocolate_chip,"[(29, 14), (38, 14)]"
317,0recipe1616,Almond,http://dbpedia.org/resource/Almond,"[(41, 6)]"
318,0recipe1616,Cashew,http://dbpedia.org/resource/Cashew,"[(43, 6)]"
319,0recipe1616,Oatmeal,http://dbpedia.org/resource/Porridge,"[(45, 7), (54, 7)]"
320,0recipe1616,Rice,http://dbpedia.org/resource/Rice,"[(48, 4)]"
321,0recipe1616,Cereal,http://dbpedia.org/resource/Cereal,"[(49, 6)]"
322,0recipe1616,Flax,http://dbpedia.org/resource/Flax,"[(52, 4), (52, 4)]"
323,0recipe1636,Beer,http://dbpedia.org/resource/Beer,"[(2, 4), (9, 4), (60, 4)]"
324,0recipe1636,Cheese,http://dbpedia.org/resource/Cheese,"[(23, 6), (103, 6)]"
325,0recipe1636,Garlic,http://dbpedia.org/resource/Garlic,"[(34, 6)]"
326,0recipe1636,Mustard (condiment),http://dbpedia.org/resource/Mustard_(condiment),"[(37, 19)]"
327,0recipe1636,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(40, 12), (41, 12), (48, 12), (115, 12)]"
328,0recipe1636,Cayenne pepper,http://dbpedia.org/resource/Cayenne_pepper,"[(47, 14), (47, 14), (114, 14), (114, 14)]"
329,0recipe1636,Worcestershire sauce,http://dbpedia.org/resource/Worcestershire_sauce,"[(53, 20), (55, 20), (56, 20)]"
330,0recipe1648,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(3, 12), (31, 12)]"
331,0recipe1648,Tomato,http://dbpedia.org/resource/Tomato,"[(11, 6)]"
332,0recipe1648,Chili pepper,http://dbpedia.org/resource/Chili_pepper,"[(13, 12), (14, 12), (14, 12), (15, 12)]"
333,0recipe1668,Bread,http://dbpedia.org/resource/Bread,"[(7, 5), (39, 5)]"
334,0recipe1668,Romano cheese,http://dbpedia.org/resource/Romano_cheese,"[(22, 13)]"
335,0recipe1668,Cheese,http://dbpedia.org/resource/Cheese,"[(23, 6), (29, 6), (33, 6), (50, 6)]"
336,0recipe1668,Garlic,http://dbpedia.org/resource/Garlic,"[(25, 6)]"
337,0recipe1668,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(28, 12)]"
338,0recipe1668,Baguette,http://dbpedia.org/resource/Baguette,"[(38, 8)]"
339,0recipe1687,Cheese,http://dbpedia.org/resource/Cheese,"[(19, 6), (36, 6), (51, 6)]"
340,0recipe1701,Lime (fruit),http://dbpedia.org/resource/Lime_(fruit),"[(6, 12), (6, 12), (114, 12)]"
341,0recipe1701,Garlic,http://dbpedia.org/resource/Garlic,"[(9, 6)]"
342,0recipe1701,Chili pepper,http://dbpedia.org/resource/Chili_pepper,"[(14, 12), (64, 12), (64, 12), (65, 12)]"
343,0recipe1701,Shrimp,http://dbpedia.org/resource/Shrimp,"[(22, 6), (47, 6), (59, 6), (81, 6), (95, 6), (106, 6)]"
344,0recipe1701,Bacon,http://dbpedia.org/resource/Bacon,"[(70, 5), (89, 5)]"
345,0recipe1701,Avocado,http://dbpedia.org/resource/Avocado,"[(109, 7)]"
346,0recipe1713,Cheese,http://dbpedia.org/resource/Cheese,"[(3, 6)]"
347,0recipe1713,Dough,http://dbpedia.org/resource/Dough,"[(39, 5)]"
348,0recipe1720,Eleocharis dulcis,http://dbpedia.org/resource/Eleocharis_dulcis,"[(3, 17), (13, 17)]"
349,0recipe1720,Soup,http://dbpedia.org/resource/Soup,"[(17, 4)]"
350,0recipe1720,Mayonnaise,http://dbpedia.org/resource/Mayonnaise,"[(23, 10)]"
351,0recipe1720,Onion,http://dbpedia.org/resource/Onion,"[(29, 5)]"
352,0recipe1733,Taco,http://dbpedia.org/resource/Taco,"[(11, 4)]"
353,0recipe1733,Avocado,http://dbpedia.org/resource/Avocado,"[(32, 7), (58, 7)]"
354,0recipe1733,Lemon,http://dbpedia.org/resource/Lemon,"[(42, 5), (42, 5)]"
355,0recipe1733,Garlic,http://dbpedia.org/resource/Garlic,"[(45, 6)]"
356,0recipe1733,Olive,http://dbpedia.org/resource/Olive,"[(62, 5), (72, 5)]"
357,0recipe1733,Tomato,http://dbpedia.org/resource/Tomato,"[(69, 6)]"
358,0recipe1733,Cheese,http://dbpedia.org/resource/Cheese,"[(76, 6)]"
359,0recipe1733,Onion,http://dbpedia.org/resource/Onion,"[(79, 5)]"
360,0recipe1733,Tortilla chip,http://dbpedia.org/resource/Tortilla_chip,"[(87, 13), (88, 13)]"
361,0recipe1745,Raisin,http://dbpedia.org/resource/Raisin,"[(7, 6), (68, 6)]"
362,0recipe1745,Cinnamon,http://dbpedia.org/resource/Cinnamomum_verum,"[(9, 8)]"
363,0recipe1745,Peanut,http://dbpedia.org/resource/Peanut,"[(28, 6)]"
364,0recipe1745,Peanut butter,http://dbpedia.org/resource/Peanut_butter,"[(28, 13)]"
365,0recipe1745,Vanilla,http://dbpedia.org/resource/Vanilla_(genus),"[(31, 7)]"
366,0recipe1745,Maple syrup,http://dbpedia.org/resource/Maple_syrup,"[(34, 11), (34, 11), (35, 11)]"
367,0recipe1745,Flax,http://dbpedia.org/resource/Flax,"[(42, 4), (42, 4)]"
368,0recipe1745,Chickpea,http://dbpedia.org/resource/Chickpea,"[(64, 8), (64, 8)]"
369,0recipe1745,Oatmeal,http://dbpedia.org/resource/Porridge,"[(71, 7)]"
370,0recipe1745,Coconut,http://dbpedia.org/resource/Coconut,"[(74, 7)]"
371,0recipe1753,Lemon,http://dbpedia.org/resource/Lemon,"[(2, 5), (2, 5)]"
372,0recipe1753,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(11, 12), (12, 12)]"
373,0recipe1753,Garlic,http://dbpedia.org/resource/Garlic,"[(18, 6)]"
374,0recipe1753,Artichoke,http://dbpedia.org/resource/Artichoke,"[(40, 9), (40, 9), (53, 9), (53, 9)]"
375,0recipe1765,Mayonnaise,http://dbpedia.org/resource/Mayonnaise,"[(3, 10)]"
376,0recipe1765,Garlic,http://dbpedia.org/resource/Garlic,"[(5, 6)]"
377,0recipe1765,Lemon,http://dbpedia.org/resource/Lemon,"[(14, 5), (14, 5)]"
378,0recipe1765,Basil,http://dbpedia.org/resource/Basil,"[(17, 5)]"
379,0recipe1765,Worcestershire sauce,http://dbpedia.org/resource/Worcestershire_sauce,"[(26, 20), (27, 20)]"
380,0recipe1777,Dough,http://dbpedia.org/resource/Dough,"[(16, 5), (64, 5)]"
381,0recipe1777,Pepperoni,http://dbpedia.org/resource/Pepperoni,"[(30, 9), (47, 9)]"
382,0recipe1777,Mozzarella,http://dbpedia.org/resource/Mozzarella,"[(41, 10), (41, 10)]"
383,0recipe1777,Cheese,http://dbpedia.org/resource/Cheese,"[(42, 6), (50, 6), (56, 6)]"
384,0recipe1777,Bread,http://dbpedia.org/resource/Bread,"[(88, 5), (99, 5), (120, 5)]"
385,0recipe1797,Zucchini,http://dbpedia.org/resource/Cucurbita_pepo,"[(3, 8), (31, 8), (54, 8)]"
386,0recipe1797,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(41, 12)]"
387,0recipe1797,Cheese,http://dbpedia.org/resource/Cheese,"[(42, 6)]"
388,0recipe1797,Artichoke,http://dbpedia.org/resource/Artichoke,"[(50, 9), (50, 9)]"
389,0recipe1797,Olive,http://dbpedia.org/resource/Olive,"[(57, 5), (58, 5)]"
390,0recipe1797,Chili pepper,http://dbpedia.org/resource/Chili_pepper,"[(67, 12)]"
391,0recipe1797,Pico de gallo,http://dbpedia.org/resource/Pico_de_gallo,"[(70, 13)]"
392,0recipe1797,Maize,http://dbpedia.org/resource/Maize,"[(83, 5)]"
393,0recipe1809,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(7, 12)]"
394,0recipe1809,Cheese,http://dbpedia.org/resource/Cheese,"[(8, 6)]"
395,0recipe1809,Zucchini,http://dbpedia.org/resource/Cucurbita_pepo,"[(18, 8)]"
396,0recipe1817,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(8, 12)]"
397,0recipe1817,Cheese,http://dbpedia.org/resource/Cheese,"[(9, 6)]"
398,0recipe1817,Lemon,http://dbpedia.org/resource/Lemon,"[(17, 5), (17, 5)]"
399,0recipe1817,Garlic,http://dbpedia.org/resource/Garlic,"[(20, 6)]"
400,0recipe1829,Shrimp,http://dbpedia.org/resource/Shrimp,"[(15, 6), (28, 6)]"
401,0recipe1829,Onion,http://dbpedia.org/resource/Onion,"[(31, 5)]"
402,0recipe1829,Bell pepper,http://dbpedia.org/resource/Bell_pepper,"[(33, 11), (33, 11)]"
403,0recipe1829,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(34, 12), (50, 12), (51, 12)]"
404,0recipe1829,Garlic,http://dbpedia.org/resource/Garlic,"[(36, 6)]"
405,0recipe1829,Mayonnaise,http://dbpedia.org/resource/Mayonnaise,"[(38, 10)]"
406,0recipe1829,Vegetable oil,http://dbpedia.org/resource/Cooking_oil,"[(40, 13), (40, 13), (41, 13)]"
407,0recipe1829,Cheese,http://dbpedia.org/resource/Cheese,"[(61, 6), (72, 6)]"
408,0recipe1841,Coriander,http://dbpedia.org/resource/Coriander,"[(11, 9)]"
409,0recipe1841,Garlic,http://dbpedia.org/resource/Garlic,"[(13, 6)]"
410,0recipe1841,Shallot,http://dbpedia.org/resource/Shallot,"[(15, 7)]"
411,0recipe1841,Lime (fruit),http://dbpedia.org/resource/Lime_(fruit),"[(20, 12), (20, 12)]"
412,0recipe1841,Sauce,http://dbpedia.org/resource/Sauce,"[(25, 5)]"
413,0recipe1841,Liqueur,http://dbpedia.org/resource/Liqueur,"[(80, 7)]"
414,0recipe1849,Cooking,http://dbpedia.org/resource/Cooking,"[(22, 7), (105, 7)]"
415,0recipe1849,Sausage,http://dbpedia.org/resource/Sausage,"[(24, 7), (69, 7)]"
416,0recipe1849,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(40, 12), (59, 12), (73, 12), (95, 12), (112, 12)]"
417,0recipe1849,Potato,http://dbpedia.org/resource/Potato,"[(50, 6)]"
418,0recipe1849,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(61, 12)]"
419,0recipe1849,Cheese,http://dbpedia.org/resource/Cheese,"[(62, 6)]"
420,0recipe1849,Bacon,http://dbpedia.org/resource/Bacon,"[(84, 5), (89, 5), (107, 5)]"
421,0recipe1861,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(2, 12)]"
422,0recipe1861,Cheese,http://dbpedia.org/resource/Cheese,"[(3, 6)]"
423,0recipe1861,Mayonnaise,http://dbpedia.org/resource/Mayonnaise,"[(9, 10)]"
424,0recipe1861,Ranch dressing,http://dbpedia.org/resource/Ranch_dressing,"[(21, 14), (21, 14)]"
425,0recipe1861,Onion,http://dbpedia.org/resource/Onion,"[(26, 5)]"
426,0recipe1893,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(4, 12)]"
427,0recipe1893,Vanilla,http://dbpedia.org/resource/Vanilla_(genus),"[(15, 7)]"
428,0recipe1893,Whipped cream,http://dbpedia.org/resource/Whipped_cream,"[(20, 13)]"
429,0recipe190,Honey,http://dbpedia.org/resource/Honey,"[(8, 5)]"
430,0recipe1906,Cauliflower,http://dbpedia.org/resource/Cauliflower,"[(15, 11), (115, 11), (131, 11)]"
431,0recipe1906,Onion,http://dbpedia.org/resource/Onion,"[(18, 5)]"
432,0recipe1906,Capsicum,http://dbpedia.org/resource/Capsicum,"[(20, 8)]"
433,0recipe1906,Bell pepper,http://dbpedia.org/resource/Bell_pepper,"[(21, 11), (21, 11), (22, 11), (24, 11), (25, 11), (25, 11), (26, 11)]"
434,0recipe1906,Celery,http://dbpedia.org/resource/Celery,"[(28, 6)]"
435,0recipe1906,Cucumber,http://dbpedia.org/resource/Cucumber,"[(30, 8)]"
436,0recipe1906,Carrot,http://dbpedia.org/resource/Carrot,"[(55, 6), (95, 6)]"
437,0recipe1906,Vegetable oil,http://dbpedia.org/resource/Cooking_oil,"[(73, 13), (73, 13), (74, 13)]"
438,0recipe1906,Tomato,http://dbpedia.org/resource/Tomato,"[(78, 6)]"
439,0recipe1906,Spice,http://dbpedia.org/resource/Spice,"[(82, 5), (161, 5)]"
440,0recipe1906,Olive,http://dbpedia.org/resource/Olive,"[(138, 5), (139, 5), (141, 5), (142, 5)]"
441,0recipe1906,Tuna,http://dbpedia.org/resource/Tuna,"[(146, 4)]"
442,0recipe1913,Cream cheese,http://dbpedia.org/resource/Cream_cheese,"[(11, 12)]"
443,0recipe1913,Cheese,http://dbpedia.org/resource/Cheese,"[(12, 6)]"
444,0recipe1913,Mayonnaise,http://dbpedia.org/resource/Mayonnaise,"[(14, 10)]"
445,0recipe1913,Worcestershire sauce,http://dbpedia.org/resource/Worcestershire_sauce,"[(16, 20), (17, 20)]"
446,0recipe1913,Parsley,http://dbpedia.org/resource/Parsley,"[(19, 7)]"
447,0recipe1913,Onion,http://dbpedia.org/resource/Onion,"[(21, 5)]"
448,0recipe1913,Celery,http://dbpedia.org/resource/Celery,"[(24, 6)]"
449,0recipe1913,Garlic,http://dbpedia.org/resource/Garlic,"[(27, 6)]"
450,0recipe1913,Shrimp,http://dbpedia.org/resource/Shrimp,"[(36, 6)]"
451,0recipe1925,Worcestershire sauce,http://dbpedia.org/resource/Worcestershire_sauce,"[(69, 20), (70, 20), (73, 20)]"
452,0recipe1925,Celery,http://dbpedia.org/resource/Celery,"[(75, 6)]"
453,0recipe1938,Italian sausage,http://dbpedia.org/resource/Italian_sausage,"[(27, 15)]"
454,0recipe1938,Sausage,http://dbpedia.org/resource/Sausage,"[(28, 7)]"
455,0recipe1938,Bell pepper,http://dbpedia.org/resource/Bell_pepper,"[(33, 11), (34, 11), (34, 11), (35, 11)]"
456,0recipe1938,Onion,http://dbpedia.org/resource/Onion,"[(38, 5)]"
457,0recipe1938,Mozzarella,http://dbpedia.org/resource/Mozzarella,"[(40, 10), (40, 10)]"
458,0recipe1938,Cheese,http://dbpedia.org/resource/Cheese,"[(41, 6)]"
459,0recipe1938,Pizza,http://dbpedia.org/resource/Pizza,"[(43, 5), (43, 5), (65, 5)]"
460,0recipe1971,Basil,http://dbpedia.org/resource/Basil,"[(34, 5), (48, 5), (76, 5)]"
461,0recipe1971,Goat,http://dbpedia.org/resource/Goat,"[(43, 4)]"
462,0recipe1971,Goat cheese,http://dbpedia.org/resource/Goat_cheese,"[(43, 11)]"
463,0recipe1971,Cheese,http://dbpedia.org/resource/Cheese,"[(44, 6)]"
464,0recipe1971,Cherry,http://dbpedia.org/resource/Prunus_avium,"[(56, 6)]"
465,0recipe1971,Tomato,http://dbpedia.org/resource/Tomato,"[(57, 6)]"
466,0recipe1971,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(62, 12), (63, 12)]"
467,0recipe1978,Chicken,http://dbpedia.org/resource/Chicken,"[(40, 7), (87, 7)]"
468,0recipe1978,Buffalo wing,http://dbpedia.org/resource/Buffalo_wing,"[(40, 12), (87, 12)]"
469,0recipe1978,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(113, 12), (162, 12)]"
470,0recipe1978,Sauce,http://dbpedia.org/resource/Sauce,"[(149, 5), (198, 5)]"
471,0recipe1978,Onion,http://dbpedia.org/resource/Onion,"[(154, 5)]"
472,0recipe1978,Onion powder,http://dbpedia.org/resource/Onion_powder,"[(154, 12)]"
473,0recipe1978,Garlic,http://dbpedia.org/resource/Garlic,"[(157, 6)]"
474,0recipe1978,Garlic powder,http://dbpedia.org/resource/Garlic_powder,"[(157, 13)]"
475,0recipe1978,Cayenne pepper,http://dbpedia.org/resource/Cayenne_pepper,"[(161, 14), (161, 14)]"
476,0recipe1978,Cooking,http://dbpedia.org/resource/Cooking,"[(168, 7)]"
477,0recipe1978,Soup,http://dbpedia.org/resource/Soup,"[(179, 4)]"
478,0recipe1990,Cooking,http://dbpedia.org/resource/Cooking,"[(21, 7)]"
479,0recipe1990,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(25, 12), (26, 12), (28, 12), (29, 12), (32, 12), (101, 12)]"
480,0recipe1990,Cayenne pepper,http://dbpedia.org/resource/Cayenne_pepper,"[(31, 14), (31, 14)]"
481,0recipe1990,Paprika,http://dbpedia.org/resource/Paprika,"[(34, 7)]"
482,0recipe1990,Pasta,http://dbpedia.org/resource/Pasta,"[(37, 5)]"
483,0recipe1990,Thyme,http://dbpedia.org/resource/Thyme,"[(38, 5)]"
484,0recipe1990,Sauce,http://dbpedia.org/resource/Sauce,"[(61, 5)]"
485,0recipe1990,Soup,http://dbpedia.org/resource/Soup,"[(64, 4)]"
486,0recipe1990,Pecan,http://dbpedia.org/resource/Pecan,"[(74, 5), (83, 5), (109, 5), (114, 5), (129, 5), (145, 5), (153, 5)]"
487,0recipe1990,Spice,http://dbpedia.org/resource/Spice,"[(111, 5)]"
488,0recipe2002,Ground beef,http://dbpedia.org/resource/Ground_beef,"[(7, 11)]"
489,0recipe2002,Beef,http://dbpedia.org/resource/Beef,"[(8, 4)]"
490,0recipe2002,Onion,http://dbpedia.org/resource/Onion,"[(10, 5)]"
491,0recipe2002,Bread crumbs,http://dbpedia.org/resource/Bread_crumbs,"[(13, 12), (13, 12), (14, 12)]"
492,0recipe2002,Cooking,http://dbpedia.org/resource/Cooking,"[(32, 7)]"
493,0recipe2002,Soy sauce,http://dbpedia.org/resource/Soy_sauce,"[(48, 9), (48, 9)]"
494,0recipe2002,Sauce,http://dbpedia.org/resource/Sauce,"[(49, 5), (77, 5)]"
495,0recipe2002,Garlic,http://dbpedia.org/resource/Garlic,"[(51, 6)]"
496,0recipe202,Cooking,http://dbpedia.org/resource/Cooking,"[(20, 7), (47, 7)]"
497,0recipe202,Maize,http://dbpedia.org/resource/Maize,"[(33, 5)]"
498,0recipe202,Cereal,http://dbpedia.org/resource/Cereal,"[(34, 6), (58, 6), (76, 6), (84, 6)]"
499,0recipe202,Corn syrup,http://dbpedia.org/resource/Corn_syrup,"[(34, 10)]"
500,0recipe202,Syrup,http://dbpedia.org/resource/Syrup,"[(35, 5)]"
501,0recipe202,Pecan,http://dbpedia.org/resource/Pecan,"[(60, 5)]"
502,0recipe202,Almond,http://dbpedia.org/resource/Almond,"[(62, 6)]"
503,0recipe202,Nut (fruit),http://dbpedia.org/resource/Nut_(fruit),"[(78, 11), (86, 11)]"
504,0recipe2022,Bread crumbs,http://dbpedia.org/resource/Bread_crumbs,"[(24, 12), (74, 12), (74, 12), (75, 12)]"
505,0recipe2022,Crab,http://dbpedia.org/resource/Crab,"[(26, 4)]"
506,0recipe2022,Shrimp,http://dbpedia.org/resource/Shrimp,"[(28, 6)]"
507,0recipe2022,Onion,http://dbpedia.org/resource/Onion,"[(31, 5)]"
508,0recipe2022,Celery,http://dbpedia.org/resource/Celery,"[(33, 6)]"
509,0recipe2022,Mayonnaise,http://dbpedia.org/resource/Mayonnaise,"[(35, 10)]"
510,0recipe2022,Worcestershire sauce,http://dbpedia.org/resource/Worcestershire_sauce,"[(37, 20), (38, 20)]"
511,0recipe2022,Parsley,http://dbpedia.org/resource/Parsley,"[(40, 7)]"
512,0recipe2034,Pasta,http://dbpedia.org/resource/Pasta,"[(14, 5)]"
513,0recipe2034,Cooking,http://dbpedia.org/resource/Cooking,"[(19, 7), (107, 7)]"
514,0recipe2034,Crab,http://dbpedia.org/resource/Crab,"[(45, 4)]"
515,0recipe2034,Noodle,http://dbpedia.org/resource/Noodle,"[(47, 6), (89, 6)]"
516,0recipe2034,Onion,http://dbpedia.org/resource/Onion,"[(52, 5)]"
517,0recipe2034,Bread crumbs,http://dbpedia.org/resource/Bread_crumbs,"[(54, 12), (54, 12), (55, 12)]"
518,0recipe2034,Coriander,http://dbpedia.org/resource/Coriander,"[(57, 9), (141, 9)]"
519,0recipe2034,Vegetable oil,http://dbpedia.org/resource/Cooking_oil,"[(104, 13), (104, 13)]"
520,0recipe2034,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(64, 12)]"
521,0recipe2034,Mayonnaise,http://dbpedia.org/resource/Mayonnaise,"[(129, 10), (134, 10), (137, 10)]"
522,0recipe2034,Lime (fruit),http://dbpedia.org/resource/Lime_(fruit),"[(143, 12), (146, 12), (146, 12)]"
523,0recipe2042,Refried beans,http://dbpedia.org/resource/Refried_beans,"[(10, 13), (10, 13)]"
524,0recipe2042,Taco,http://dbpedia.org/resource/Taco,"[(13, 4)]"
525,0recipe2042,Tomato,http://dbpedia.org/resource/Tomato,"[(17, 6)]"
526,0recipe2042,Cheese,http://dbpedia.org/resource/Cheese,"[(43, 6)]"
527,0recipe2074,Onion,http://dbpedia.org/resource/Onion,"[(116, 5)]"
528,0recipe2074,Onion powder,http://dbpedia.org/resource/Onion_powder,"[(116, 12)]"
529,0recipe2074,Garlic,http://dbpedia.org/resource/Garlic,"[(119, 6)]"
530,0recipe2074,Garlic powder,http://dbpedia.org/resource/Garlic_powder,"[(119, 13)]"
531,0recipe2074,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(123, 12), (124, 12)]"
532,0recipe2074,Mustard (condiment),http://dbpedia.org/resource/Mustard_(condiment),"[(128, 19)]"
533,0recipe2074,Mayonnaise,http://dbpedia.org/resource/Mayonnaise,"[(130, 10)]"
534,0recipe2074,Salad,http://dbpedia.org/resource/Salad,"[(132, 5), (132, 5), (133, 5)]"
535,0recipe2074,Paprika,http://dbpedia.org/resource/Paprika,"[(172, 7)]"
536,0recipe2098,Cooking,http://dbpedia.org/resource/Cooking,"[(20, 7)]"
537,0recipe2098,Cauliflower,http://dbpedia.org/resource/Cauliflower,"[(25, 11), (46, 11)]"
538,0recipe2098,Garlic,http://dbpedia.org/resource/Garlic,"[(38, 6)]"
539,0recipe2098,Garlic powder,http://dbpedia.org/resource/Garlic_powder,"[(38, 13)]"
540,0recipe2098,Cheese,http://dbpedia.org/resource/Cheese,"[(63, 6), (68, 6)]"
541,0recipe2098,Sauce,http://dbpedia.org/resource/Sauce,"[(82, 5)]"
542,0recipe2098,Onion,http://dbpedia.org/resource/Onion,"[(89, 5)]"
543,0recipe21,Leaf vegetable,http://dbpedia.org/resource/Leaf_vegetable,"[(33, 14)]"
544,0recipe21,Kale,http://dbpedia.org/resource/Kale,"[(49, 4), (56, 4)]"
545,0recipe21,Salad,http://dbpedia.org/resource/Salad,"[(52, 5)]"
546,0recipe2106,Onion,http://dbpedia.org/resource/Onion,"[(7, 5), (137, 5)]"
547,0recipe2106,Celery,http://dbpedia.org/resource/Celery,"[(9, 6)]"
548,0recipe2106,Poblano,http://dbpedia.org/resource/Poblano,"[(11, 7), (11, 7)]"
549,0recipe2106,Black pepper,http://dbpedia.org/resource/Black_pepper,"[(12, 12), (15, 12), (28, 12), (29, 12), (38, 12), (224, 12), (229, 12), (230, 12)]"
550,0recipe2106,Garlic,http://dbpedia.org/resource/Garlic,"[(17, 6)]"
551,0recipe2106,Kosher salt,http://dbpedia.org/resource/Kosher_salt,"[(19, 11)]"
552,0recipe2106,Chili powder,http://dbpedia.org/resource/Chili_powder,"[(31, 12), (31, 12), (32, 12)]"
553,0recipe2106,Cayenne pepper,http://dbpedia.org/resource/Cayenne_pepper,"[(37, 14), (37, 14), (223, 14), (223, 14)]"
554,0recipe2106,Soup,http://dbpedia.org/resource/Soup,"[(110, 4), (147, 4)]"
555,0recipe2106,Rice,http://dbpedia.org/resource/Rice,"[(131, 4)]"
556,0recipe2106,Parsley,http://dbpedia.org/resource/Parsley,"[(133, 7)]"
557,0recipe2106,Cooking,http://dbpedia.org/resource/Cooking,"[(146, 7), (299, 7)]"
558,0recipe2106,Bread crumbs,http://dbpedia.org/resource/Bread_crumbs,"[(238, 12), (277, 12), (277, 12), (278, 12), (281, 12), (288, 12)]"
559,0recipe2106,Boudin,http://dbpedia.org/resource/Boudin,"[(300, 6)]"
560,0recipe2118,Tomato,http://dbpedia.org/resource/Tomato,"[(2, 6)]"
561,0recipe2118,Onion,http://dbpedia.org/resource/Onion,"[(5, 5), (8, 5)]"
562,0recipe2118,Chili pepper,http://dbpedia.org/resource/Chili_pepper,"[(10, 12), (11, 12)]"
563,0recipe2118,Lime (fruit),http://dbpedia.org/resource/Lime_(fruit),"[(13, 12), (13, 12)]"
564,0recipe2118,Coriander,http://dbpedia.org/resource/Coriander,"[(16, 9)]"
565,0recipe2118,Garlic,http://dbpedia.org/resource/Garlic,"[(18, 6)]"
566,0recipe2118,Cumin,http://dbpedia.org/resource/Cumin,"[(20, 5)]"
